Monthly Climate Data Summaries ( por - por )

Station:,CEDAR RAPIDS NO 1,State:,IA,ID:,131319
Latitude:,42.0496 degreeN,Longitude:,91.5881 degreeW,Elevation:,813.0 feet
Station period of record:,maxt: 05/01/1892-10/22/2019; mint: 05/01/1892-10/22/2019; avgt: 05/01/1892-10/22/2019; hdd: 05/01/1892-10/22/2019; cdd: 05/01/1892-10/22/2019; pcpn: 05/01/1892-10/22/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1896,JUN,87.1,59.2,73.1,99,15,46,01,0,15,0,0,0,0,0,18,269,1.91,81,1896-06-24,7,5,2,0,0
1896,JUL,86.5,62.0,74.3,98,14,50,17,0,12,0,0,0,0,0,2,296,6.59,70,1896-07-31,11,10,4,2,0
1896,AUG,83.6,60.0,71.8,98,05,45,27,0,7,0,0,0,2,0,8,228,2.40,57,1896-08-09,8,8,1,0,0
1896,SEP,69.9,48.3,59.1,90,02,31,28,0,1,0,0,2,0,0,208,39,3.18,06,1896-09-13,13,8,2,1,0
1896,OCT,60.2,34.9,47.4,79,28,19,21,1,0,0,1,10,0,0,507,4,2.76,50,1896-10-29,4,4,2,1,0
1896,NOV,42.4,21.5,32.0,72,16,-1,30,1,0,8,0,26,0,1,949,0,1.61,91,1896-11-25,7,4,1,0,0
1896,DEC,38.2,22.4,30.3,56,31,3,01,0,0,7,0,28,0,0,1069,0,0.85,30,1896-12-31,6,4,0,0,0
1896,ANNUAL,61.6,39.1,50.36,100,,-10,,3,47,46,2,154,2,10,6305,1114,29.77,,3.30,93,66,16,6,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1897,JAN,25.9,8.3,17.1,63,01,-21,25,0,0,19,0,30,0,10,1478,0,1.99,43,1897-01-01,8,6,0,0,0
1897,FEB,32.4,16.6,24.5,43,20,-11,25,0,0,11,0,28,0,4,1126,0,0.71,15,1897-02-21,8,3,0,0,0
1897,MAR,41.0,23.3,31.7,64,19,-1,14,0,0,7,2,24,0,1,959,0,1.28,45,1897-03-07,9,5,0,0,0
1897,APR,57.1,38.3,47.8,80,22,26,19,1,0,0,0,8,0,0,495,3,5.97,46,1897-04-01,14,8,5,2,0
1897,MAY,71.5,45.5,58.5,86,18,34,31,0,0,0,0,0,0,0,217,23,2.10,60,1897-05-27,8,6,2,0,0
1897,JUN,80.4,56.9,68.7,98,17,39,07,0,7,0,0,0,1,0,76,192,3.96,43,1897-06-17,16,6,2,2,0
1897,JUL,89.0,63.8,76.4,102,08,52,13,0,15,0,0,0,1,0,0,361,4.35,73,1897-07-23,7,5,3,2,0
1897,AUG,81.7,55.7,68.7,96,28,42,20,0,3,0,0,0,0,0,25,149,2.62,08,1897-08-03,7,2,1,1,0
1897,SEP,84.2,57.6,70.9,96,09,37,20,0,13,0,0,0,0,0,50,232,3.78,95,1897-09-15,5,4,2,2,0
1897,OCT,71.3,45.7,58.5,90,04,30,29,0,3,0,0,2,0,0,250,56,1.01,75,1897-10-10,3,3,1,0,0
1897,NOV,46.3,24.9,35.6,73,20,-2,29,0,0,5,0,22,0,1,873,0,0.55,18,1897-11-16,4,3,0,0,0
1897,DEC,27.3,6.7,17.0,47,09,-14,24,0,0,22,0,31,0,9,1477,0,1.02,49,1897-12-03,5,3,0,0,0
1897,ANNUAL,59.1,37.1,48.15,102,,-21,,1,41,64,2,145,2,25,7026,1016,29.34,,2.08,94,54,16,9,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1898,JAN,32.9,11.8,22.3,43,07,-11,27,0,0,11,0,31,0,5,1316,0,0.97,72,1898-01-12,6,2,1,0,1
1898,FEB,32.6,12.9,22.8,50,10,-12,01,0,0,15,0,28,0,3,1176,0,3.65,50,1898-02-09,4,3,2,2,0
1898,MAR,48.8,28.7,38.7,63,21,14,04,0,0,3,0,21,0,0,806,0,1.71,52,1898-03-10,8,5,1,0,0
1898,APR,59.6,37.9,48.8,87,16,21,05,0,0,0,0,6,0,0,484,4,2.47,50,1898-04-21,12,7,2,0,0
1898,MAY,70.6,51.1,60.8,85,24,37,06,0,0,0,0,0,0,0,163,42,3.41,03,1898-05-27,19,7,3,1,0
1898,JUN,83.0,63.4,73.2,95,29,53,02,0,6,0,0,0,1,0,2,256,3.60,00,1898-06-11,9,6,4,1,0
1898,JUL,88.0,62.9,75.5,100,19,52,11,0,13,0,0,0,0,0,0,334,1.90,19,1898-07-02,5,4,1,1,0
1898,AUG,84.3,62.3,73.3,98,30,53,09,0,7,0,0,0,0,0,3,268,4.38,42,1898-08-06,13,8,3,1,0
1898,SEP,78.3,56.3,67.3,95,02,44,11,0,4,0,0,0,1,0,59,135,3.11,05,1898-09-04,10,6,3,1,0
1898,OCT,56.9,40.9,48.9,78,04,25,27,0,0,0,0,6,0,0,503,11,2.92,13,1898-10-17,5,4,1,1,0
1898,NOV,43.2,23.8,33.5,70,04,-5,27,0,0,8,0,24,0,2,936,0,0.76,52,1898-11-22,5,2,1,0,0
1898,DEC,27.8,10.1,18.9,44,29,-10,31,0,0,19,0,31,0,8,1420,0,0.65,40,1898-12-19,4,2,0,0,0
1898,ANNUAL,59.0,38.6,48.80,100,,-12,,0,30,56,0,147,2,18,6868,1050,29.53,,2.50,100,56,22,8,1

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1899,JAN,32.0,10.7,21.3,49,03,-17,30,0,0,14,0,31,0,8,1347,0,0.53,25,1899-01-23,3,2,0,0,0
1899,FEB,23.9,5.0,14.4,52,16,-25,09,0,0,16,0,27,0,14,1409,0,0.50,45,1899-02-25,3,1,0,0,0
1899,MAR,34.5,19.2,26.8,64,10,-5,07,0,0,13,0,29,0,2,1174,0,0.53,28,1899-03-11,5,2,0,0,0
1899,APR,62.5,39.6,51.0,84,28,15,02,0,0,1,0,8,0,0,427,16,2.89,25,1899-04-29,8,6,1,1,0
1899,MAY,75.2,51.5,63.4,85,25,41,18,0,0,0,0,0,0,0,102,60,9.21,47,1899-05-27,16,13,6,3,0
1899,JUN,85.0,61.5,73.3,95,19,50,16,0,6,0,0,0,0,0,1,257,3.46,74,1899-06-13,7,7,4,0,0
1899,JUL,88.1,64.0,76.0,98,25,50,30,0,14,0,0,0,0,0,0,351,3.20,13,1899-07-02,8,6,3,1,0
1899,AUG,89.5,64.8,77.1,98,18,54,25,0,16,0,0,0,0,0,0,382,1.82,74,1899-08-19,6,4,1,0,0
1899,SEP,79.4,52.5,66.0,102,05,22,30,0,8,0,0,1,1,0,121,156,0.37,15,1899-09-16,5,1,0,0,0
1899,OCT,72.8,46.4,59.6,88,23,31,29,0,0,0,0,1,0,0,222,60,0.88,47,1899-10-25,2,2,0,0,0
1899,NOV,59.4,35.1,47.2,72,17,20,03,0,0,0,0,12,0,0,527,0,2.04,24,1899-11-13,5,3,1,1,0
1899,DEC,32.6,16.4,24.5,52,08,-4,31,1,0,13,0,29,0,2,1207,0,1.27,07,1899-12-11,2,2,1,1,0
1899,ANNUAL,61.5,39.1,50.32,102,,-25,,1,44,57,0,138,1,26,6537,1282,26.70,,2.47,70,49,17,7,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1900,JAN,37.8,18.9,28.3,53,22,-10,31,0,0,8,0,30,0,4,1127,0,0.61,26,1900-01-17,3,3,0,0,0
1900,FEB,25.9,6.8,16.4,45,11,-10,16,0,0,17,0,28,0,10,1355,0,1.03,65,1900-02-07,4,2,1,0,0
1900,MAR,38.8,21.8,30.3,64,22,-3,16,0,0,9,0,30,0,1,1068,0,2.37,50,1900-03-29,5,4,2,1,0
1900,APR,66.4,41.9,54.1,84,29,28,12,0,0,0,0,7,0,0,332,12,3.62,78,1900-04-16,7,2,2,2,0
1900,MAY,77.3,54.0,65.7,93,27,35,03,0,4,0,0,0,0,0,101,130,3.13,84,1900-05-17,11,7,2,0,0
1900,JUN,83.1,59.0,71.0,94,26,51,11,0,4,0,0,0,0,0,4,193,4.22,80,1900-06-09,8,4,2,1,0
1900,JUL,85.7,62.7,74.2,96,04,53,12,0,8,0,0,0,2,0,0,294,3.74,95,1900-07-19,11,10,4,0,0
1900,AUG,90.6,68.2,79.4,97,07,62,30,0,18,0,0,0,2,0,0,455,4.46,68,1900-08-16,9,8,4,1,0
1900,SEP,76.7,55.4,66.0,95,05,38,17,0,3,0,0,0,0,0,99,140,2.83,07,1900-09-18,12,7,2,1,0
1900,OCT,72.2,49.0,60.6,88,04,33,17,0,0,0,0,0,0,0,183,55,4.12,45,1900-10-31,7,6,3,2,0
1900,NOV,42.5,26.9,34.6,69,03,9,18,1,0,3,0,22,0,0,874,0,0.15,15,1900-11-24,1,1,0,0,0
1900,DEC,35.0,19.7,27.3,54,22,-4,31,0,0,11,1,28,0,1,1123,0,0.92,40,1900-12-24,3,3,0,0,0
1900,ANNUAL,61.3,40.6,50.99,97,,-10,,1,37,48,1,145,4,16,6266,1279,31.20,,2.80,81,57,22,8,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1901,JAN,32.8,15.5,24.1,52,20,-10,01,0,0,14,0,30,0,4,1257,0,1.05,50,1901-01-26,3,3,1,0,0
1901,FEB,25.5,4.8,15.1,39,17,-18,10,0,0,23,0,28,0,8,1390,0,1.84,90,1901-02-03,5,3,2,0,0
1901,MAR,43.4,25.8,34.6,67,18,1,05,0,0,1,0,25,0,0,934,0,2.74,60,1901-03-10,11,7,3,0,0
1901,APR,62.1,40.2,51.1,90,29,28,18,0,1,0,0,5,0,0,432,26,1.17,58,1901-04-05,8,3,1,0,0
1901,MAY,73.2,50.5,61.8,91,02,39,26,0,1,0,0,0,0,0,134,47,1.86,45,1901-05-07,9,6,0,0,0
1901,JUN,86.2,62.3,74.3,103,30,42,08,0,12,0,0,0,1,0,33,318,3.86,24,1901-06-05,9,5,3,2,0
1901,JUL,96.3,69.7,83.0,107,24,55,08,0,25,0,0,0,5,0,0,566,2.74,00,1901-07-03,6,5,3,1,0
1901,AUG,86.8,61.1,74.0,94,28,48,31,0,10,0,0,0,1,0,3,286,0.42,25,1901-08-08,5,1,0,0,0
1901,SEP,77.3,53.5,65.3,94,08,35,18,2,4,0,0,0,0,0,95,110,2.64,75,1901-09-11,7,6,3,0,0
1901,OCT,67.3,44.2,55.8,82,23,28,04,2,0,0,0,3,0,0,278,19,1.37,58,1901-10-08,6,3,1,0,0
1901,NOV,46.5,26.0,36.2,69,11,12,17,0,0,2,0,22,0,0,859,0,0.61,26,1901-11-24,4,2,0,0,0
1901,DEC,27.8,15.1,21.4,48,01,-16,14,0,0,12,0,31,0,8,1343,0,1.76,43,1901-12-12,7,3,1,1,0
1901,ANNUAL,60.5,39.3,49.83,107,,-18,,4,53,52,0,144,7,20,6758,1372,22.06,,1.43,80,47,18,4,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1902,JAN,32.1,12.4,22.3,52,09,-23,28,0,0,15,0,31,0,5,1319,0,1.03,40,1902-01-21,4,4,0,0,0
1902,FEB,26.3,5.0,15.7,49,26,-11,03,0,0,20,0,26,0,14,1374,0,0.90,65,1902-02-28,4,2,1,0,0
1902,MAR,48.8,31.5,40.7,68,27,-2,17,1,0,2,0,13,0,1,720,0,1.55,71,1902-03-10,6,4,1,0,0
1902,APR,61.6,37.6,49.9,90,21,24,08,1,1,0,0,10,0,0,440,9,1.30,11,1902-04-25,4,2,1,1,0
1902,MAY,75.7,55.0,65.3,91,18,40,10,0,2,0,0,0,0,0,91,110,4.61,14,1902-05-18,17,11,3,1,0
1902,JUN,75.2,57.6,66.4,89,14,44,22,0,0,0,0,0,0,0,62,113,5.57,86,1902-06-10,18,12,4,0,0
1902,JUL,84.7,64.7,74.7,94,30,53,01,0,11,0,0,0,0,0,3,312,7.52,73,1902-07-08,14,10,4,4,0
1902,AUG,78.6,61.2,69.9,92,02,50,12,0,1,0,0,0,0,0,10,169,9.93,85,1902-08-12,11,9,5,4,0
1902,SEP,70.7,51.2,60.9,83,07,36,13,0,0,0,0,0,0,0,130,15,4.83,50,1902-09-05,8,6,4,2,0
1902,OCT,65.3,45.2,55.2,77,22,31,14,0,0,0,0,1,0,0,302,8,2.71,94,1902-10-17,7,6,2,0,0
1902,NOV,52.8,36.9,44.9,71,11,23,30,0,0,0,0,10,0,0,597,1,1.47,11,1902-11-14,5,2,1,1,0
1902,DEC,29.6,15.5,22.6,47,01,-7,08,0,0,18,0,28,0,5,1306,0,1.96,69,1902-12-06,7,6,1,0,0
1902,ANNUAL,58.7,39.7,49.26,94,,-23,,2,15,55,0,119,0,25,6354,737,43.38,,2.85,105,74,27,13,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1903,JAN,31.3,16.2,23.6,45,31,-2,12,1,0,15,0,30,0,2,1230,0,0.11,04,1903-01-21,5,0,0,0,0
1903,FEB,31.6,13.1,22.4,48,01,-12,18,0,0,14,0,27,0,5,1187,0,0.74,70,1903-02-04,3,1,1,0,0
1903,MAR,52.1,33.0,42.6,78,18,15,01,0,0,0,0,14,0,0,690,2,0.65,16,1903-03-19,5,5,0,0,0
1903,APR,62.9,41.3,52.1,80,11,30,30,0,0,0,0,2,0,0,380,1,1.97,92,1903-04-10,11,4,1,0,0
1903,MAY,73.4,54.8,64.1,87,17,33,03,0,0,0,0,0,0,0,126,107,6.11,09,1903-05-27,14,12,6,1,0
1903,JUN,76.5,54.2,65.3,96,30,41,11,0,2,0,0,0,0,0,66,84,1.14,33,1903-06-01,8,3,0,0,0
1903,JUL,84.5,63.1,73.8,96,09,52,30,0,9,0,0,0,0,0,3,284,4.94,15,1903-07-03,9,8,4,2,0
1903,AUG,79.3,60.0,69.7,97,24,51,31,0,4,0,0,0,0,0,18,173,6.12,76,1903-08-02,9,7,4,2,0
1903,SEP,73.1,50.6,61.9,86,09,37,18,0,0,0,0,0,0,0,144,55,4.06,56,1903-09-10,13,9,2,1,0
1903,OCT,63.7,40.7,52.2,80,04,26,28,0,0,0,0,8,0,0,390,0,1.48,66,1903-10-07,7,5,1,0,0
1903,NOV,43.0,25.8,34.4,67,02,7,27,0,0,8,0,22,0,0,910,0,0.48,36,1903-11-11,3,2,0,0,0
1903,DEC,28.9,6.5,17.7,49,07,-15,14,0,0,20,0,31,0,10,1458,0,0.68,30,1903-12-13,5,3,0,0,0
1903,ANNUAL,58.6,38.4,48.54,97,,-15,,1,15,57,0,134,0,17,6602,706,28.48,,1.76,92,59,19,6,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1904,JAN,21.6,4.8,13.2,45,08,-19,25,0,0,24,0,31,0,11,1599,0,1.01,52,1904-01-20,5,3,1,0,0
1904,FEB,24.0,3.6,13.8,54,07,-12,02,0,0,22,0,28,0,12,1477,0,0.11,10,1904-02-18,2,1,0,0,0
1904,MAR,42.1,24.7,33.3,59,24,10,03,1,0,7,1,25,0,0,912,0,2.07,48,1904-03-25,6,3,1,1,0
1904,APR,54.5,33.7,44.1,80,24,23,16,0,0,0,0,14,0,0,623,3,1.85,60,1904-04-08,8,6,1,0,0
1904,MAY,71.8,49.9,60.9,89,23,35,15,0,0,0,0,0,0,0,164,45,3.36,16,1904-05-07,6,5,4,1,0
1904,JUN,80.2,57.7,68.9,90,24,47,08,0,1,0,0,0,0,0,15,138,2.64,20,1904-06-19,7,5,2,1,0
1904,JUL,83.2,61.6,72.4,98,17,48,02,0,4,0,0,0,1,0,4,241,5.62,75,1904-07-27,12,9,2,1,0
1904,AUG,82.9,57.4,70.2,94,14,47,08,0,6,0,0,0,0,0,12,179,2.54,30,1904-08-29,7,6,2,1,0
1904,SEP,76.9,53.7,65.3,92,29,36,15,0,2,0,0,0,0,0,97,115,1.38,45,1904-09-02,8,4,0,0,0
1904,OCT,64.3,41.1,52.7,82,10,25,27,0,0,0,0,8,0,0,386,13,1.54,56,1904-10-10,5,3,2,0,0
1904,NOV,52.7,27.7,40.2,72,20,12,30,0,0,2,0,24,0,0,735,0,0.09,09,1904-11-10,1,0,0,0,0
1904,DEC,31.2,11.9,21.6,55,23,-11,16,0,0,16,0,31,0,8,1336,0,1.75,71,1904-12-27,5,4,1,0,0
1904,ANNUAL,57.2,35.8,46.54,98,,-19,,1,13,71,1,161,1,31,7360,734,23.96,,2.75,72,49,16,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1905,JAN,21.2,1.2,11.2,45,01,-12,31,0,0,24,0,30,0,16,1659,0,0.74,20,1905-01-12,8,5,0,0,0
1905,FEB,21.4,-1.5,9.9,42,26,-27,14,0,0,19,0,28,0,16,1533,0,1.32,41,1905-02-27,9,8,0,0,0
1905,MAR,48.7,30.5,39.6,71,28,10,12,0,0,4,0,20,0,0,782,0,2.23,15,1905-03-19,11,4,1,1,0
1905,APR,60.0,38.0,49.0,81,10,28,17,0,0,0,0,11,0,0,476,0,2.34,88,1905-04-21,8,4,2,0,0
1905,MAY,70.9,48.8,59.9,82,11,38,01,0,0,0,0,0,0,0,179,27,8.31,80,1905-05-12,17,13,6,2,0
1905,JUN,82.1,60.0,71.0,94,05,49,27,0,7,0,0,0,1,0,11,200,3.70,92,1905-06-19,13,7,3,0,0
1905,JUL,82.1,63.0,72.5,98,19,54,25,0,5,0,0,0,2,0,1,243,2.78,11,1905-07-01,14,8,2,1,0
1905,AUG,86.0,64.9,75.5,97,12,53,26,0,10,0,0,0,0,0,0,332,3.48,33,1905-08-02,11,7,2,1,0
1905,SEP,77.8,55.2,66.5,92,02,46,23,0,2,0,0,0,0,0,43,95,1.50,74,1905-09-19,7,4,1,0,0
1905,OCT,62.5,39.9,51.2,87,05,23,29,0,0,0,0,9,0,0,447,27,4.69,05,1905-10-18,8,7,3,1,0
1905,NOV,48.0,28.4,38.2,60,28,7,30,0,0,1,0,21,0,0,794,0,2.65,80,1905-11-05,4,4,4,0,0
1905,DEC,35.3,15.7,25.5,52,08,-10,24,0,0,13,0,31,0,1,1217,0,0.52,25,1905-12-29,3,2,0,0,0
1905,ANNUAL,58.2,37.2,47.72,98,,-27,,0,24,61,0,150,3,33,7142,924,34.26,,2.80,113,73,24,6,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1906,JAN,32.2,14.8,23.5,53,21,-8,09,0,0,13,0,30,0,3,1279,0,2.08,72,1906-01-16,5,4,3,0,0
1906,FEB,31.3,11.5,21.4,56,23,-11,16,0,0,14,0,27,0,8,1213,0,0.60,28,1906-02-14,3,3,0,0,0
1906,MAR,34.7,19.7,27.2,53,03,3,18,0,0,14,0,28,0,0,1163,0,1.60,50,1906-03-27,12,4,1,0,0
1906,APR,63.8,41.2,52.5,84,25,25,01,0,0,0,0,2,0,0,373,3,1.15,32,1906-04-08,8,4,0,0,0
1906,MAY,73.5,49.5,61.5,90,24,30,07,0,2,0,0,1,0,0,204,105,3.28,95,1906-05-18,12,8,1,0,0
1906,JUN,82.0,58.2,70.1,94,29,47,13,0,7,0,0,0,1,0,24,186,4.92,87,1906-06-20,8,6,3,1,0
1906,JUL,85.9,60.0,73.0,95,22,51,05,0,8,0,0,0,0,0,1,254,1.97,66,1906-07-12,8,7,1,0,0
1906,AUG,87.1,65.6,76.4,96,17,48,27,0,10,0,0,0,0,0,4,364,6.03,43,1906-08-07,9,8,4,2,0
1906,SEP,82.5,59.8,71.2,96,10,41,30,0,6,0,0,0,0,0,31,223,0.99,60,1906-09-12,3,3,1,0,0
1906,OCT,63.9,37.8,50.9,83,05,20,31,0,0,0,0,4,0,0,433,1,1.11,66,1906-10-24,2,2,1,0,0
1906,NOV,43.2,26.9,35.1,70,07,9,25,0,0,4,0,21,0,0,889,0,2.71,06,1906-11-26,9,6,1,1,0
1906,DEC,33.5,18.7,26.1,48,14,-3,24,0,0,14,0,31,0,2,1196,0,1.47,00,1906-12-31,4,3,1,1,0
1906,ANNUAL,59.6,38.8,49.21,96,,-11,,0,33,59,0,144,1,13,6810,1136,27.91,,2.87,83,58,17,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1907,JAN,28.3,10.6,19.5,49,19,-7,26,1,0,19,1,30,0,5,1311,0,2.62,97,1907-01-19,12,6,1,0,0
1907,FEB,32.7,13.5,23.1,54,27,-15,06,0,0,12,0,28,0,6,1167,0,0.41,30,1907-02-07,3,2,0,0,0
1907,MAR,51.9,29.1,40.5,85,27,13,03,0,0,0,0,23,0,0,758,4,0.76,22,1907-03-29,6,3,0,0,0
1907,APR,53.5,29.7,41.6,72,25,21,14,0,0,0,0,20,0,0,694,0,1.31,50,1907-04-30,8,3,1,0,0
1907,MAY,64.7,40.9,52.8,84,26,27,04,0,0,0,0,4,0,0,379,10,3.12,51,1907-05-23,9,5,1,1,0
1907,JUN,77.5,56.2,66.9,94,18,45,07,0,2,0,0,0,0,0,62,126,6.05,14,1907-06-10,10,10,4,3,0
1907,JUL,86.2,64.4,75.3,97,06,52,27,0,6,0,0,0,0,0,0,326,8.14,47,1907-07-09,14,10,7,4,0
1907,AUG,82.2,60.5,71.3,92,11,51,25,0,3,0,0,0,0,0,9,215,4.11,30,1907-08-29,12,8,4,1,0
1907,SEP,75.5,51.9,63.7,94,01,34,26,0,3,0,0,0,0,0,145,113,5.22,01,1907-09-28,6,5,3,2,0
1907,OCT,61.1,36.7,48.9,80,03,21,28,0,0,0,0,9,0,0,491,0,2.08,55,1907-10-03,4,2,1,1,0
1907,NOV,46.6,26.2,36.4,57,01,14,16,0,0,0,0,25,0,0,850,0,0.76,47,1907-11-21,4,3,0,0,0
1907,DEC,36.2,21.5,28.9,51,09,10,05,0,0,9,0,29,0,0,1112,0,0.69,34,1907-12-10,4,2,0,0,0
1907,ANNUAL,58.3,37.0,47.71,97,,-15,,1,14,40,1,168,0,11,6978,794,35.27,,2.01,92,59,22,12,0

