Monthly Climate Data Summaries ( por - por )

Station:,ANN ARBOR U OF MICH,State:,MI,ID:,200230
Latitude:,42.29806 degreeN,Longitude:,83.66388 degreeW,Elevation:,813.0 feet
Station period of record:,maxt: 03/01/1881-10/23/2019; mint: 03/01/1881-10/23/2019; avgt: 03/01/1881-10/23/2019; hdd: 03/01/1881-10/23/2019; cdd: 03/01/1881-10/23/2019; pcpn: 03/01/1881-10/23/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1895,ANNUAL,56.9,36.5,46.81,94,,-10,,2,22,68,1,150,0,15,7318,820,24.73,,1.55,91,54,18,5,157

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1896,JAN,31.1,19.0,M,42,29,-5,05,3,0,12,3,28,0,2,1018,0,M,M,M,M,M,M,M,18
1896,FEB,32.2,17.2,24.9,56,27,-5,17,1,0,13,1,26,0,3,1078,0,1.20,60,1896-02-13,9,4,1,0,0
1896,MAR,36.2,20.7,28.4,60,29,2,12,0,0,15,0,28,0,0,1124,0,M,M,M,M,M,M,M,17
1896,APR,62.1,42.0,52.0,87,18,18,03,0,0,1,0,7,0,0,407,26,M,M,M,M,M,M,M,20
1896,MAY,75.7,54.7,65.2,86,11,44,20,0,0,0,0,0,0,0,60,74,M,M,M,M,M,M,M,18
1896,JUN,78.6,58.0,68.3,88,25,45,01,0,0,0,0,0,0,0,26,131,M,M,M,M,M,M,M,18
1896,JUL,80.2,62.1,71.2,90,13,49,16,0,1,0,0,0,0,0,11,209,M,M,M,M,M,M,M,14
1896,AUG,78.2,59.5,68.8,93,08,46,18,0,3,0,0,0,0,0,44,170,M,M,M,M,M,M,M,18
1896,SEP,66.9,49.2,58.1,83,11,32,22,0,0,0,0,1,0,0,225,26,M,M,M,M,M,M,M,13
1896,OCT,56.2,36.5,46.3,75,29,23,25,0,0,0,0,10,0,0,571,0,M,M,M,M,M,M,M,19
1896,NOV,46.8,30.6,38.7,67,16,10,30,0,0,5,0,18,0,0,782,0,M,M,M,M,M,M,M,15
1896,DEC,34.9,20.7,27.8,53,12,-7,23,0,0,10,0,25,0,2,1143,0,M,M,M,M,M,M,M,19
1896,ANNUAL,56.9,39.5,48.45,93,,-7,,4,4,56,4,143,0,7,6489,636,29.74,,2.21,104,64,16,7,189

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1897,JAN,28.5,12.9,20.7,54,02,-16,24,0,0,20,0,28,0,5,1367,0,2.79,77,1897-01-03,10,7,3,0,0
1897,FEB,32.1,20.1,26.1,45,17,1,27,0,0,14,0,27,0,0,1081,0,1.46,45,1897-02-12,10,4,0,0,0
1897,MAR,43.0,24.8,33.9,61,30,11,06,0,0,3,0,26,0,0,956,0,3.40,79,1897-03-09,11,10,3,0,0
1897,APR,54.9,33.9,44.1,78,24,16,19,0,0,0,1,15,0,0,601,1,3.07,70,1897-04-30,17,8,2,0,0
1897,MAY,65.7,44.5,55.1,81,09,34,01,0,0,0,0,0,0,0,308,9,4.74,80,1897-05-22,12,10,5,0,0
1897,JUN,77.0,52.8,64.9,93,30,39,08,0,3,0,0,0,0,0,81,84,2.69,62,1897-06-06,9,7,2,0,0
1897,JUL,87.8,63.4,75.6,102,09,54,14,0,11,0,0,0,2,0,0,335,1.66,07,1897-07-26,6,5,1,1,0
1897,AUG,79.9,54.2,67.0,92,03,44,30,0,1,0,0,0,0,0,40,112,2.93,96,1897-08-29,11,7,2,0,0
1897,SEP,80.8,50.7,65.6,96,09,35,27,0,6,0,1,0,0,0,101,126,1.35,73,1897-09-01,3,3,1,0,0
1897,OCT,67.6,41.5,54.6,91,01,33,16,0,1,0,0,0,0,0,337,21,1.78,52,1897-10-19,8,5,1,0,0
1897,NOV,45.7,27.4,36.5,62,04,14,30,0,0,3,0,20,0,0,843,0,4.79,55,1897-11-09,11,8,4,1,0
1897,DEC,32.7,17.2,M,53,10,-4,24,2,0,15,2,24,0,2,1094,0,2.00,54,1897-12-11,9,8,1,0,0
1897,ANNUAL,58.3,37.1,47.69,102,,-16,,2,22,55,4,140,2,7,6809,688,32.66,,1.55,117,82,25,2,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1898,JAN,33.6,19.8,26.8,58,12,3,01,1,0,11,1,28,0,0,1099,0,4.00,98,1898-01-20,9,7,4,0,0
1898,FEB,32.3,16.7,24.5,55,11,-6,03,0,0,15,0,24,0,3,1127,0,2.16,62,1898-02-20,14,7,1,0,0
1898,MAR,49.8,27.9,M,70,16,10,03,2,0,1,2,19,0,0,716,0,2.95,95,1898-03-12,14,8,2,0,0
1898,APR,56.0,34.4,45.2,72,16,15,05,0,0,0,0,8,0,0,585,0,1.57,37,1898-04-22,12,6,0,0,0
1898,MAY,69.4,47.5,58.5,79,21,33,06,0,0,0,0,0,0,0,214,19,2.21,57,1898-05-19,15,6,2,0,0
1898,JUN,82.3,56.2,69.2,93,30,44,21,0,2,0,0,0,0,0,24,156,2.82,69,1898-06-12,9,6,3,0,0
1898,JUL,88.6,59.5,74.0,98,24,45,11,0,18,0,0,0,0,0,12,300,1.45,57,1898-07-02,6,5,1,0,0
1898,AUG,85.2,60.2,72.7,100,23,46,27,0,6,0,0,0,0,0,3,251,1.16,34,1898-08-08,6,5,0,0,0
1898,SEP,78.3,52.6,65.5,98,03,36,11,0,4,0,0,0,0,0,93,114,4.03,11,1898-09-30,9,5,4,1,0
1898,OCT,60.4,41.9,51.3,89,03,26,27,1,0,0,1,6,0,0,411,20,5.48,22,1898-10-04,12,7,3,2,0
1898,NOV,43.0,26.3,34.7,67,04,9,28,0,0,5,0,22,0,0,899,0,3.13,85,1898-11-10,7,7,3,0,0
1898,DEC,31.6,19.2,25.2,49,29,5,15,1,0,15,1,28,0,0,1145,0,1.94,60,1898-12-19,7,7,2,0,0
1898,ANNUAL,59.6,38.8,49.33,100,,-6,,5,30,47,5,135,0,3,6328,860,32.90,,2.22,120,76,25,3,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1899,JAN,30.7,16.0,M,50,04,-6,09,2,0,14,2,27,0,3,1138,0,1.53,56,1899-01-04,5,4,2,0,0
1899,FEB,27.5,9.6,18.2,60,26,-16,13,1,0,16,1,25,0,10,1208,0,1.54,68,1899-02-26,7,5,1,0,0
1899,MAR,35.6,21.6,28.8,60,11,6,08,1,0,11,1,29,0,0,1043,0,3.55,80,1899-03-05,13,10,3,0,0
1899,APR,62.3,39.4,50.9,88,29,15,03,0,0,2,0,10,0,0,447,30,0.21,14,1899-04-19,4,1,0,0,0
1899,MAY,71.9,48.8,60.3,86,02,35,22,0,0,0,0,0,0,0,172,34,4.35,99,1899-05-27,16,10,3,0,0
1899,JUN,81.7,56.6,69.2,94,22,46,30,0,3,0,0,0,0,0,26,158,2.50,08,1899-06-28,7,5,2,1,0
1899,JUL,84.5,59.3,71.9,96,24,49,09,0,9,0,0,0,0,0,1,221,1.92,63,1899-07-15,9,5,1,0,0
1899,AUG,87.3,57.9,72.6,99,19,47,07,0,15,0,0,0,0,0,3,249,0.51,18,1899-08-26,4,3,0,0,0
1899,SEP,71.4,48.2,59.8,96,07,27,30,0,4,0,0,2,0,0,227,80,2.68,34,1899-09-18,11,3,2,1,0
1899,OCT,68.0,42.9,55.5,84,15,21,01,0,0,0,0,4,0,0,305,17,3.01,28,1899-10-27,12,5,2,1,0
1899,NOV,49.0,33.6,41.3,63,18,25,12,0,0,0,0,13,0,0,701,0,2.99,39,1899-11-04,5,4,2,1,0
1899,DEC,34.5,19.1,26.8,58,11,-7,30,0,0,13,0,28,0,3,1174,0,2.06,19,1899-12-12,10,4,1,1,0
1899,ANNUAL,59.2,38.2,48.89,99,,-16,,4,31,56,4,138,0,16,6445,789,26.85,,1.39,103,59,19,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1900,JAN,34.7,18.0,26.3,50,24,-7,31,0,0,10,0,28,0,6,1190,0,1.06,28,1900-01-15,13,3,0,0,0
1900,FEB,28.9,9.8,19.8,63,08,-7,17,1,0,15,1,27,0,9,1169,0,3.71,05,1900-02-28,14,7,4,1,0
1900,MAR,33.7,15.8,24.7,47,31,-5,17,0,0,14,0,31,0,3,1242,0,2.70,60,1900-03-05,9,9,2,0,0
1900,APR,58.5,37.0,47.8,81,29,22,11,2,0,0,2,12,0,0,477,1,1.43,42,1900-04-17,10,5,0,0,1
1900,MAY,72.1,48.3,60.2,87,15,29,05,0,0,0,0,1,0,0,192,52,4.91,10,1900-05-31,11,6,3,2,0
1900,JUN,78.4,54.3,66.3,90,25,45,30,0,1,0,0,0,0,0,36,85,2.30,16,1900-06-22,6,4,2,1,0
1900,JUL,84.3,59.8,72.0,96,04,47,27,0,7,0,0,0,2,0,8,236,2.91,05,1900-07-20,8,6,3,1,0
1900,AUG,87.9,63.0,75.4,98,05,52,01,0,10,0,0,0,0,0,0,332,2.04,45,1900-08-20,11,8,0,0,0
1900,SEP,80.8,53.6,67.2,94,06,36,18,0,8,0,0,0,0,0,76,149,1.10,57,1900-09-29,6,4,1,0,0
1900,OCT,71.4,46.5,59.0,89,05,26,17,0,0,0,0,1,0,0,220,40,2.23,23,1900-10-07,7,5,1,1,0
1900,NOV,44.9,30.3,37.6,66,01,15,16,0,0,2,0,22,0,0,815,0,3.73,88,1900-11-19,14,9,2,0,0
1900,DEC,36.1,22.3,29.2,54,03,5,16,0,0,10,0,27,0,0,1102,0,0.43,19,1900-12-07,5,1,0,0,0
1900,ANNUAL,59.6,38.5,49.14,98,,-7,,3,26,51,3,149,2,18,6527,895,28.55,,2.10,114,67,18,6,1

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1901,JAN,31.6,16.3,23.8,48,20,-7,03,1,0,15,1,30,0,2,1188,0,1.45,40,1901-01-10,12,4,0,0,0
1901,FEB,23.1,7.5,15.3,33,18,-4,14,0,0,27,0,28,0,4,1384,0,2.22,98,1901-02-03,11,5,2,0,0
1901,MAR,42.0,20.8,31.4,70,25,-1,06,0,0,4,0,28,0,4,1037,0,1.74,54,1901-03-10,14,5,1,0,0
1901,APR,58.1,36.5,47.3,84,30,26,01,0,0,0,0,12,0,0,531,5,1.37,64,1901-04-18,6,4,1,0,0
1901,MAY,68.1,45.9,57.0,85,02,34,13,0,0,0,0,0,0,0,244,4,1.72,42,1901-05-24,15,4,0,0,0
1901,JUN,81.5,56.6,69.0,95,27,37,01,0,7,0,0,0,0,0,71,199,2.01,89,1901-06-28,10,5,2,0,0
1901,JUL,89.2,64.1,76.7,97,20,51,09,0,18,0,0,0,0,0,2,369,3.35,06,1901-07-26,12,5,2,1,0
1901,AUG,83.8,60.1,72.0,94,14,49,05,0,4,0,0,0,0,0,3,226,3.14,01,1901-08-30,10,5,3,1,0
1901,SEP,75.6,51.1,63.4,93,07,35,19,0,3,0,0,0,0,0,101,61,1.95,03,1901-09-12,7,4,2,1,0
1901,OCT,64.5,39.9,52.2,79,01,26,18,0,0,0,0,6,0,0,395,6,2.55,80,1901-10-12,7,4,1,1,0
1901,NOV,42.2,28.2,35.2,60,03,12,28,0,0,3,0,25,0,0,886,0,1.28,60,1901-11-11,8,4,1,0,0
1901,DEC,30.7,16.0,23.1,59,01,-11,21,1,0,13,1,30,0,4,1208,0,3.05,98,1901-12-13,8,6,3,0,0
1901,ANNUAL,57.9,37.2,47.65,97,,-11,,2,32,62,2,159,0,14,7050,870,25.83,,1.80,120,55,18,4,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1902,JAN,30.4,15.0,22.7,41,09,-4,28,0,0,20,0,31,0,1,1303,0,0.60,25,1902-01-31,6,3,0,0,0
1902,FEB,29.9,11.0,20.4,54,28,-7,05,0,0,19,0,27,0,8,1241,0,1.11,50,1902-02-02,5,3,1,0,0
1902,MAR,49.0,28.8,38.9,69,27,8,18,0,0,3,0,22,0,0,800,0,1.21,36,1902-03-12,7,4,0,0,0
1902,APR,57.3,35.4,46.3,83,22,23,15,0,0,0,0,9,0,0,557,5,0.77,26,1902-04-24,11,1,0,0,0
1902,MAY,70.9,46.3,58.6,90,19,31,11,0,1,0,0,2,0,0,235,44,4.72,74,1902-05-13,12,11,2,0,0
1902,JUN,74.1,53.3,63.7,87,15,42,23,1,0,0,0,0,0,0,100,69,7.56,30,1902-06-15,17,12,7,3,0
1902,JUL,82.5,61.6,72.1,91,04,47,01,0,1,0,0,0,0,0,7,235,10.78,45,1902-07-07,18,14,8,2,0
1902,AUG,79.1,55.0,67.0,88,30,44,12,0,0,0,0,0,0,0,33,104,0.63,40,1902-08-10,3,2,0,0,0
1902,SEP,71.9,50.4,61.2,85,22,36,14,0,0,0,0,0,0,0,146,37,6.41,57,1902-09-12,13,9,4,2,0
1902,OCT,61.5,40.6,51.1,75,24,27,29,0,0,0,0,4,0,0,423,0,1.95,69,1902-10-05,13,5,2,0,0
1902,NOV,53.2,37.0,45.1,70,13,18,28,0,0,0,0,9,0,0,593,0,1.83,50,1902-11-05,13,8,1,0,0
1902,DEC,31.5,18.2,24.8,44,21,2,27,0,0,17,0,29,0,0,1239,0,2.48,34,1902-12-21,14,10,0,0,0
1902,ANNUAL,57.7,37.9,47.77,91,,-7,,1,2,59,0,133,0,9,6677,494,40.05,,2.45,132,82,25,7,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1903,JAN,30.0,15.0,22.6,50,29,-7,12,1,0,16,1,28,0,3,1221,0,1.27,40,1903-01-11,19,3,0,0,0
1903,FEB,31.6,16.3,24.0,48,02,-10,17,0,0,13,0,26,0,3,1144,0,3.47,63,1903-02-27,19,8,3,0,0
1903,MAR,50.9,32.3,41.5,77,19,12,01,1,0,1,0,18,0,0,699,1,1.79,46,1903-03-17,12,7,0,0,0
1903,APR,56.9,34.8,45.9,79,29,18,05,0,0,0,0,11,0,0,567,0,4.19,98,1903-04-11,10,8,4,0,0
1903,MAY,72.0,46.4,59.2,88,15,25,01,0,0,0,0,3,0,0,210,37,2.23,95,1903-05-27,7,4,2,0,2
1903,JUN,72.7,52.3,62.5,87,30,43,15,0,0,0,0,0,0,0,108,41,6.04,44,1903-06-06,17,13,4,1,0
1903,JUL,82.3,60.0,71.2,92,09,45,15,0,5,0,0,0,0,0,17,216,4.65,59,1903-07-18,12,9,3,2,1
1903,AUG,76.0,56.2,66.1,86,18,45,07,0,0,0,0,0,0,0,40,79,5.45,20,1903-08-27,13,11,3,2,0
1903,SEP,74.6,49.4,62.0,89,15,35,28,0,0,0,0,0,0,0,147,67,2.33,67,1903-09-17,9,5,1,0,0
1903,OCT,62.3,41.4,51.8,78,03,23,24,0,0,0,0,5,0,0,411,6,1.47,76,1903-10-07,6,4,1,0,0
1903,NOV,43.8,26.5,35.1,73,03,10,26,0,0,9,0,24,0,0,887,0,1.58,70,1903-11-11,10,3,1,0,0
1903,DEC,28.4,13.5,20.9,40,23,-2,14,0,0,21,0,31,0,3,1360,0,2.39,90,1903-12-19,10,6,2,0,0
1903,ANNUAL,57.0,37.2,47.18,92,,-10,,2,5,60,1,146,0,9,6811,447,36.86,,1.59,144,81,24,5,3

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1904,JAN,22.7,7.5,14.4,38,20,-11,25,1,0,26,2,29,0,10,1408,0,2.51,67,1904-01-20,15,5,3,0,0
1904,FEB,22.4,5.6,14.0,46,07,-12,16,0,0,21,0,29,0,10,1471,0,2.49,89,1904-02-29,14,6,2,0,0
1904,MAR,40.5,24.5,32.5,63,31,11,04,0,0,9,0,25,0,0,1002,0,4.80,97,1904-03-25,18,12,3,0,0
1904,APR,50.9,31.5,41.4,77,23,18,21,1,0,1,0,15,0,0,675,0,2.09,64,1904-04-01,13,5,1,0,0
1904,MAY,68.8,47.2,58.0,88,25,32,11,0,0,0,0,1,0,0,235,26,2.31,56,1904-05-19,14,6,2,0,1
1904,JUN,78.1,55.5,66.8,90,24,45,17,0,1,0,0,0,0,0,40,103,0.97,41,1904-06-25,8,3,0,0,0
1904,JUL,82.8,58.8,70.8,97,18,45,03,0,4,0,0,0,0,0,14,201,1.91,54,1904-07-09,10,5,1,0,0
1904,AUG,80.0,54.7,67.3,88,15,46,26,0,0,0,0,0,0,0,20,100,4.55,04,1904-08-20,8,6,4,2,0
1904,SEP,73.1,51.6,62.4,87,11,31,22,0,0,0,0,1,0,0,118,48,3.91,04,1904-09-26,10,6,3,2,0
1904,OCT,59.5,39.5,49.5,79,10,23,31,0,0,0,0,6,0,0,481,8,0.81,26,1904-10-05,11,2,0,0,0
1904,NOV,48.3,30.4,39.4,69,01,12,28,0,0,4,0,20,0,0,760,0,0.10,08,1904-11-20,2,0,0,0,0
1904,DEC,30.5,15.4,22.9,52,23,-4,14,0,0,22,0,31,0,1,1296,0,1.07,30,1904-12-26,11,5,0,0,0
1904,ANNUAL,55.0,35.4,45.31,97,,-12,,2,5,83,2,157,0,21,7520,486,27.52,,1.04,134,61,19,4,1

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1905,JAN,26.3,10.8,18.8,47,01,-3,29,1,0,23,1,30,0,4,1334,0,1.64,84,1905-01-11,16,4,1,0,0
1905,FEB,24.3,8.8,16.6,36,20,-10,15,0,0,21,0,28,0,10,1350,0,1.21,32,1905-02-08,10,6,0,0,0
1905,MAR,48.6,28.0,38.3,80,28,8,02,0,0,5,0,21,0,0,819,0,1.64,73,1905-03-30,8,4,2,0,0
1905,APR,55.0,34.6,44.8,76,28,24,08,0,0,0,0,14,0,0,596,0,2.80,98,1905-04-21,12,6,3,0,0
1905,MAY,68.5,47.0,57.8,82,14,26,01,0,0,0,0,1,0,0,237,20,4.93,44,1905-05-11,15,7,5,1,0
1905,JUN,78.0,56.0,67.0,90,17,42,03,0,1,0,0,0,0,0,46,114,4.32,30,1905-06-06,9,6,2,1,0
1905,JUL,81.6,60.9,71.3,93,18,49,25,0,2,0,0,0,0,0,7,207,4.76,00,1905-07-12,14,8,5,1,0
1905,AUG,82.4,59.7,71.0,93,12,47,02,0,4,0,0,0,0,0,5,200,4.06,54,1905-08-15,7,5,4,1,0
1905,SEP,76.4,53.2,64.8,90,28,38,26,0,1,0,0,0,0,0,68,70,2.51,15,1905-09-02,8,3,2,1,0
1905,OCT,61.2,40.8,51.0,85,08,21,29,0,0,0,0,7,0,0,432,7,3.45,19,1905-10-18,9,6,2,1,0
1905,NOV,45.1,27.8,36.4,66,28,14,30,0,0,1,0,25,0,0,850,0,3.67,94,1905-11-28,12,7,4,0,0
1905,DEC,36.1,23.7,29.9,52,08,11,01,0,0,10,0,31,0,0,1080,0,1.61,81,1905-12-21,7,3,1,0,0
1905,ANNUAL,57.2,37.9,47.65,93,,-10,,1,8,60,1,157,0,14,6824,618,36.60,,2.30,127,65,31,6,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1906,JAN,38.8,25.8,32.3,62,22,11,08,0,0,9,0,27,0,0,1006,0,1.91,43,1906-01-03,14,5,0,0,0
1906,FEB,34.0,14.8,24.4,59,23,-4,07,0,0,15,0,26,0,5,1129,0,0.71,35,1906-02-25,7,3,0,0,0
1906,MAR,34.8,20.7,27.7,55,26,3,23,0,0,13,0,29,0,0,1147,0,2.96,78,1906-03-10,13,9,2,0,0
1906,APR,61.1,37.6,49.2,76,19,24,01,0,0,0,1,7,0,0,452,0,2.19,67,1906-04-14,12,6,1,0,0
1906,MAY,69.3,47.2,58.2,86,17,29,10,0,0,0,0,2,0,0,253,51,4.87,56,1906-05-14,13,11,3,1,0
1906,JUN,78.2,57.1,67.7,91,29,40,12,0,2,0,0,0,0,0,47,132,3.05,12,1906-06-08,15,7,1,1,0
1906,JUL,82.7,58.8,70.7,95,22,48,06,0,2,0,0,0,0,0,7,191,5.23,18,1906-07-29,11,10,4,2,0
1906,AUG,84.7,62.4,73.5,93,22,49,28,0,7,0,0,0,0,0,2,273,2.82,08,1906-08-23,12,6,1,1,0
1906,SEP,80.9,55.5,68.2,92,17,40,24,0,7,0,0,0,0,0,48,152,1.62,28,1906-09-29,7,3,1,1,0
1906,OCT,58.6,43.8,51.2,75,16,24,31,1,0,0,0,5,0,0,413,4,3.03,60,1906-10-27,7,7,3,0,0
1906,NOV,46.6,30.9,38.7,57,21,19,01,0,0,1,0,17,0,0,779,0,1.61,60,1906-11-20,6,4,2,0,0
1906,DEC,34.6,20.2,27.4,49,14,3,24,0,0,13,0,28,0,0,1160,0,1.58,58,1906-12-31,6,5,1,0,0
1906,ANNUAL,58.8,39.7,49.23,95,,-4,,1,18,51,1,141,0,5,6443,803,31.58,,1.56,123,76,19,6,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1907,JAN,31.8,17.2,24.5,61,19,-8,23,0,0,15,0,28,0,3,1250,0,4.68,27,1907-01-22,10,8,4,1,0
1907,FEB,28.0,10.7,19.4,48,13,-9,22,0,0,18,0,28,0,5,1269,0,1.22,90,1907-02-19,6,2,1,0,0
1907,MAR,47.0,28.4,37.7,71,27,11,04,0,0,3,0,20,0,0,840,0,2.24,55,1907-03-27,12,9,1,0,0
1907,APR,46.6,28.4,37.5,70,29,16,02,0,0,2,0,23,0,0,820,0,2.58,15,1907-04-30,11,6,1,1,0
1907,MAY,59.3,39.5,49.4,87,15,27,11,0,0,0,0,8,0,0,484,9,2.82,59,1907-05-23,11,8,2,0,0
1907,JUN,74.2,53.9,64.1,91,18,41,03,0,1,0,0,0,0,0,114,93,1.94,69,1907-06-11,12,5,1,0,0
1907,JUL,80.9,60.0,70.4,89,17,45,03,0,0,0,0,0,0,0,11,189,3.63,74,1907-07-11,9,8,2,1,0
1907,AUG,78.9,56.6,67.7,89,11,42,22,0,0,0,0,0,0,0,30,123,1.06,22,1907-08-03,9,5,0,0,0
1907,SEP,70.7,54.0,62.4,86,19,32,26,0,0,0,0,1,0,0,136,63,4.19,77,1907-09-02,13,8,4,0,0
1907,OCT,54.6,36.3,45.4,78,02,20,24,0,0,0,0,11,0,0,599,0,1.77,58,1907-10-20,9,4,2,0,0
1907,NOV,43.0,29.8,36.4,53,05,17,16,0,0,0,0,21,0,0,853,0,2.34,46,1907-11-02,10,6,0,0,0
1907,DEC,35.1,22.7,28.9,52,08,11,13,0,0,16,0,28,0,0,1111,0,2.91,67,1907-12-09,10,9,2,0,0
1907,ANNUAL,54.3,36.6,45.48,91,,-9,,0,1,54,0,168,0,8,7517,477,31.38,,1.74,122,78,20,3,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1908,JAN,29.0,17.3,23.2,42,21,-8,30,2,0,20,1,30,0,3,1165,0,1.06,63,1908-01-12,6,3,1,0,0
1908,FEB,28.8,12.7,20.8,45,13,-7,09,1,0,17,0,29,0,3,1229,0,4.82,15,1908-02-14,8,8,5,1,0
